VFD vs Soft Starter Comparison - Motor Startup Simulation
Generated:,2025-10-28 08:22:36
Motor Rating:,800 HP (596.6 kW)
Load Type:,constant_torque

VFD DATA
Time (s),Speed (RPM),Current (A),Torque (Nm),Slip (%),Power In (kW),Power Out (kW),Efficiency (%)
24.745,1420.2,946.8,3307.3,4.35,547.53,310.17,56.6
24.775,1421.9,947.3,3309.3,4.34,548.51,310.80,56.7
24.805,1423.7,947.9,3311.3,4.34,549.49,311.44,56.7
24.835,1425.5,948.4,3313.4,4.34,550.47,312.08,56.7
24.865,1427.2,948.9,3315.4,4.33,551.45,312.71,56.7
24.895,1429.0,949.5,3317.5,4.33,552.43,313.35,56.7
24.925,1430.8,950.0,3319.5,4.33,553.41,313.99,56.7
24.955,1432.5,950.6,3321.6,4.33,554.39,314.63,56.8
24.985,1434.3,951.1,3323.6,4.32,555.37,315.27,56.8
25.015,1436.1,951.6,3325.7,4.32,556.35,315.91,56.8
25.045,1437.8,952.2,3327.7,4.32,557.33,316.56,56.8
25.075,1439.6,952.7,3329.8,4.31,558.32,317.20,56.8
25.105,1441.4,953.2,3331.8,4.31,559.30,317.84,56.8
25.135,1443.1,953.8,3333.9,4.31,560.29,318.49,56.8
25.165,1444.9,954.3,3335.9,4.31,561.28,319.13,56.9
25.195,1446.7,954.9,3338.0,4.30,562.26,319.78,56.9
25.225,1448.4,955.4,3340.0,4.30,563.25,320.42,56.9
25.255,1450.2,955.9,3342.1,4.30,564.24,321.07,56.9
25.285,1452.0,956.5,3344.1,4.29,565.23,321.71,56.9
25.315,1453.7,957.0,3346.2,4.29,566.22,322.36,56.9
25.345,1455.5,957.6,3348.2,4.29,567.21,323.01,56.9
25.375,1457.3,958.1,3350.2,4.29,568.20,323.66,57.0
25.405,1459.0,958.6,3352.3,4.28,569.20,324.31,57.0
25.435,1460.8,959.2,3354.3,4.28,570.19,324.96,57.0
25.465,1462.6,959.7,3356.4,4.28,571.18,325.61,57.0
25.495,1464.3,960.3,3358.4,4.28,572.18,326.26,57.0
25.526,1466.1,960.8,3360.5,4.27,573.17,326.91,57.0
25.556,1467.9,961.3,3362.5,4.27,574.17,327.56,57.0
25.586,1469.6,961.9,3364.6,4.27,575.17,328.22,57.1
25.616,1471.4,962.4,3366.6,4.26,576.17,328.87,57.1
25.646,1473.2,963.0,3368.7,4.26,577.17,329.52,57.1
25.676,1474.9,963.5,3370.7,4.26,578.17,330.18,57.1
25.706,1476.7,964.0,3372.8,4.26,579.17,330.83,57.1
25.736,1478.5,964.6,3374.8,4.25,580.17,331.49,57.1
25.766,1480.2,965.1,3376.9,4.25,581.17,332.15,57.2
25.796,1482.0,965.7,3378.9,4.25,582.17,332.80,57.2
25.826,1483.8,966.2,3381.0,4.25,583.18,333.46,57.2
25.856,1485.5,966.7,3383.0,4.24,584.18,334.12,57.2
25.886,1487.3,967.3,3385.1,4.24,585.19,334.78,57.2
25.916,1489.1,967.8,3387.1,4.24,586.19,335.44,57.2
25.946,1490.8,968.4,3389.1,4.23,587.20,336.10,57.2
25.976,1492.6,968.9,3391.2,4.23,588.21,336.76,57.3
26.006,1494.4,969.4,3393.2,4.23,589.21,337.42,57.3
26.036,1496.1,970.0,3395.3,4.23,590.22,338.09,57.3
26.066,1497.9,970.5,3397.3,4.22,591.23,338.75,57.3
26.096,1499.7,971.1,3399.4,4.22,592.24,339.41,57.3
26.126,1501.4,971.6,3401.4,4.22,593.25,340.08,57.3
26.156,1503.2,972.1,3403.5,4.22,594.27,340.74,57.3
26.186,1505.0,972.7,3405.5,4.21,595.28,341.41,57.4
26.216,1506.7,973.2,3407.6,4.21,596.29,342.07,57.4
26.246,1508.5,973.8,3409.6,4.21,597.31,342.74,57.4
26.276,1510.3,974.3,3411.7,4.21,598.32,343.41,57.4
26.306,1512.0,974.8,3413.7,4.20,599.34,344.07,57.4
26.336,1513.8,975.4,3415.8,4.20,600.35,344.74,57.4
26.366,1515.6,975.9,3417.8,4.20,601.37,345.41,57.4
26.396,1517.3,976.5,3419.9,4.20,602.39,346.08,57.5
26.426,1519.1,977.0,3421.9,4.19,603.41,346.75,57.5
26.456,1520.9,977.5,3424.0,4.19,604.43,347.42,57.5
26.486,1522.6,978.1,3426.0,4.19,605.45,348.09,57.5
26.517,1524.4,978.6,3428.0,4.19,606.47,348.77,57.5
26.547,1526.2,979.2,3430.1,4.18,607.49,349.44,57.5
26.577,1527.9,979.7,3432.1,4.18,608.52,350.11,57.5
26.607,1529.7,980.2,3434.2,4.18,609.54,350.79,57.5
26.637,1531.5,980.8,3436.2,4.18,610.56,351.46,57.6
26.667,1533.2,981.3,3438.3,4.17,611.59,352.14,57.6
26.697,1535.0,981.9,3440.3,4.17,612.62,352.81,57.6
26.727,1536.8,982.4,3442.4,4.17,613.64,353.49,57.6
26.757,1538.5,982.9,3444.4,4.17,614.67,354.17,57.6
26.787,1540.3,983.5,3446.5,4.16,615.70,354.84,57.6
26.817,1542.1,984.0,3448.5,4.16,616.73,355.52,57.6
26.847,1543.8,984.6,3450.6,4.16,617.76,356.20,57.7
26.877,1545.6,985.1,3452.6,4.16,618.79,356.88,57.7
26.907,1547.4,985.6,3454.7,4.15,619.82,357.56,57.7
26.937,1549.1,986.2,3456.7,4.15,620.85,358.24,57.7
26.967,1550.9,986.7,3458.8,4.15,621.89,358.92,57.7
26.997,1552.7,987.3,3460.8,4.15,622.92,359.61,57.7
27.027,1554.4,987.8,3462.9,4.14,623.95,360.29,57.7
27.057,1556.2,988.4,3464.9,4.14,624.99,360.97,57.8
27.087,1558.0,988.9,3467.0,4.14,626.03,361.66,57.8
27.117,1559.7,989.4,3469.0,4.14,627.06,362.34,57.8
27.147,1561.5,990.0,3471.0,4.13,628.10,363.03,57.8
27.177,1563.3,990.5,3473.1,4.13,629.14,363.71,57.8
27.207,1565.0,991.1,3475.1,4.13,630.18,364.40,57.8
27.237,1566.8,991.6,3477.2,4.13,631.22,365.08,57.8
27.267,1568.6,992.1,3479.2,4.12,632.26,365.77,57.9
27.297,1570.3,992.7,3481.3,4.12,633.30,366.46,57.9
27.327,1572.1,993.2,3483.3,4.12,634.34,367.15,57.9
27.357,1573.9,993.8,3485.4,4.12,635.38,367.84,57.9
27.387,1575.6,994.3,3487.4,4.12,636.43,368.53,57.9
27.417,1577.4,994.8,3489.5,4.11,637.47,369.22,57.9
27.447,1579.2,995.4,3491.5,4.11,638.52,369.91,57.9
27.477,1580.9,995.9,3493.6,4.11,639.56,370.60,57.9
27.508,1582.7,996.5,3495.6,4.11,640.61,371.30,58.0
27.538,1584.5,997.0,3497.7,4.10,641.66,371.99,58.0
27.568,1586.2,997.6,3499.7,4.10,642.71,372.68,58.0
27.598,1588.0,998.1,3501.8,4.10,643.76,373.38,58.0
27.628,1589.8,998.6,3503.8,4.10,644.81,374.07,58.0
27.658,1591.5,999.2,3505.9,4.09,645.86,374.77,58.0
27.688,1593.3,999.7,3507.9,4.09,646.91,375.46,58.0
27.718,1595.1,1000.3,3510.0,4.09,647.96,376.16,58.1
27.748,1596.8,1000.8,3512.0,4.09,649.02,376.86,58.1
27.778,1598.6,1001.3,3514.1,4.08,650.07,377.56,58.1
27.808,1600.4,1001.9,3516.1,4.08,651.12,378.26,58.1
27.838,1602.1,1002.4,3518.1,4.08,652.18,378.96,58.1
27.868,1603.9,1003.0,3520.2,4.08,653.24,379.66,58.1
27.898,1605.6,1003.5,3522.2,4.08,654.29,380.36,58.1
27.928,1607.4,1004.0,3524.3,4.07,655.35,381.06,58.1
27.958,1609.2,1004.6,3526.3,4.07,656.41,381.76,58.2
27.988,1610.9,1005.1,3528.4,4.07,657.47,382.46,58.2
28.018,1612.7,1005.7,3530.4,4.07,658.53,383.17,58.2
28.048,1614.5,1006.2,3532.5,4.06,659.59,383.87,58.2
28.078,1616.2,1006.8,3534.5,4.06,660.65,384.57,58.2
28.108,1618.0,1007.3,3536.6,4.06,661.71,385.28,58.2
28.138,1619.8,1007.8,3538.6,4.06,662.78,385.98,58.2
28.168,1621.5,1008.4,3540.7,4.06,663.84,386.69,58.3
28.198,1623.3,1008.9,3542.7,4.05,664.91,387.40,58.3
28.228,1625.1,1009.5,3544.8,4.05,665.97,388.10,58.3
28.258,1626.8,1010.0,3546.8,4.05,667.04,388.81,58.3
28.288,1628.6,1010.6,3548.9,4.05,668.11,389.52,58.3
28.318,1630.4,1011.1,3550.9,4.04,669.17,390.23,58.3
28.348,1632.1,1011.6,3553.0,4.04,670.24,390.94,58.3
28.378,1633.9,1012.2,3555.0,4.04,671.31,391.65,58.3
28.408,1635.7,1012.7,3557.1,4.04,672.38,392.36,58.4
28.438,1637.4,1013.3,3559.1,4.04,673.45,393.07,58.4
28.468,1639.2,1013.8,3561.2,4.03,674.52,393.79,58.4
28.498,1641.0,1014.3,3563.2,4.03,675.60,394.50,58.4
28.529,1642.7,1014.9,3565.2,4.03,676.67,395.21,58.4
28.559,1644.5,1015.4,3567.3,4.03,677.74,395.93,58.4
28.589,1646.3,1016.0,3569.3,4.03,678.82,396.64,58.4
28.619,1648.0,1016.5,3571.4,4.02,679.89,397.36,58.4
28.649,1649.8,1017.1,3573.4,4.02,680.97,398.08,58.5
28.679,1651.6,1017.6,3575.5,4.02,682.05,398.79,58.5
28.709,1653.3,1018.1,3577.5,4.02,683.13,399.51,58.5
28.739,1655.1,1018.7,3579.6,4.01,684.21,400.23,58.5
28.769,1656.9,1019.2,3581.6,4.01,685.28,400.95,58.5
28.799,1658.6,1019.8,3583.7,4.01,686.36,401.67,58.5
28.829,1660.4,1020.3,3585.7,4.01,687.45,402.39,58.5
28.859,1662.2,1020.9,3587.8,4.01,688.53,403.11,58.5
28.889,1663.9,1021.4,3589.8,4.00,689.61,403.83,58.6
28.919,1665.7,1021.9,3591.9,4.00,690.69,404.55,58.6
28.949,1667.5,1022.5,3593.9,4.00,691.78,405.27,58.6
28.979,1669.2,1023.0,3596.0,4.00,692.86,405.99,58.6
29.009,1671.0,1023.6,3598.0,4.00,693.95,406.72,58.6
29.039,1672.8,1024.1,3600.1,3.99,695.04,407.44,58.6
29.069,1674.5,1024.6,3602.1,3.99,696.12,408.17,58.6
29.099,1676.3,1025.2,3604.2,3.99,697.21,408.89,58.6
29.129,1678.1,1025.7,3606.2,3.99,698.30,409.62,58.7
29.159,1679.8,1026.3,3608.3,3.99,699.39,410.34,58.7
29.189,1681.6,1026.8,3610.3,3.98,700.48,411.07,58.7
29.219,1683.4,1027.4,3612.3,3.98,701.57,411.80,58.7
29.249,1685.1,1027.9,3614.4,3.98,702.66,412.53,58.7
29.279,1686.9,1028.4,3616.4,3.98,703.76,413.26,58.7
29.309,1688.7,1029.0,3618.5,3.98,704.85,413.99,58.7
29.339,1690.4,1029.5,3620.5,3.97,705.94,414.72,58.7
29.369,1692.2,1030.1,3622.6,3.97,707.04,415.45,58.8
29.399,1694.0,1030.6,3624.6,3.97,708.13,416.18,58.8
29.429,1695.7,1031.2,3626.7,3.97,709.23,416.91,58.8
29.459,1697.5,1031.7,3628.7,3.96,710.33,417.65,58.8
29.489,1699.3,1032.2,3630.8,3.96,711.43,418.38,58.8
29.520,1701.0,1032.8,3632.8,3.96,712.53,419.11,58.8
29.550,1702.8,1033.3,3634.9,3.96,713.63,419.85,58.8
29.580,1704.5,1033.9,3636.9,3.96,714.73,420.58,58.8
29.610,1706.3,1034.4,3639.0,3.95,715.83,421.32,58.9
29.640,1708.1,1035.0,3641.0,3.95,716.93,422.06,58.9
29.670,1709.8,1035.5,3643.1,3.95,718.03,422.79,58.9
29.700,1711.6,1036.0,3645.1,3.95,719.14,423.53,58.9
29.730,1713.4,1036.6,3647.2,3.95,720.24,424.27,58.9
29.760,1715.1,1037.1,3649.2,3.95,721.35,425.01,58.9
29.790,1716.9,1037.7,3651.3,3.94,722.45,425.75,58.9
29.820,1718.7,1038.2,3653.3,3.94,723.56,426.49,58.9
29.850,1720.4,1038.8,3655.4,3.94,724.67,427.23,59.0
29.880,1722.2,1039.3,3657.4,3.94,725.77,427.97,59.0
29.910,1724.0,1039.8,3659.5,3.94,726.88,428.71,59.0
29.940,1725.7,1040.4,3661.5,3.93,727.99,429.46,59.0
29.970,1727.5,1040.9,3663.6,3.93,729.10,430.20,59.0
30.000,1729.3,1041.5,3665.6,3.93,730.21,430.94,59.0

SOFT STARTER DATA
